#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 03 27 16 00  86  2.9  2.9 99.00 99.00 99.00 999 1020.8  21.0 999.0  17.8 99.0 99.00
2012 03 27 17 00 111  1.4  1.5 99.00 99.00 99.00 999 1021.2  21.8 999.0  19.0 99.0 99.00
2012 03 27 18 00 110  3.3  3.7 99.00 99.00 99.00 999 1020.8  22.4 999.0  16.4 99.0 99.00
2012 03 27 19 00 114  4.7  5.1 99.00 99.00 99.00 999 1020.5  22.8 999.0  18.1 99.0 99.00
2012 03 27 20 00 122  5.1  5.4 99.00 99.00 99.00 999 1020.1  23.0 999.0  18.1 99.0 99.00
2012 03 27 21 00 117  4.3  4.8 99.00 99.00 99.00 999 1019.8  23.2 999.0  18.1 99.0 99.00
2012 03 27 22 00 134  4.6  4.8 99.00 99.00 99.00 999 1019.6  23.4 999.0  17.3 99.0 99.00
2012 03 27 23 00 132  4.5  4.9 99.00 99.00 99.00 999 1019.6  23.3 999.0  16.9 99.0 99.00
2012 03 28 00 00 128  5.7  6.0 99.00 99.00 99.00 999 1019.6  23.1 999.0  17.0 99.0 99.00
2012 03 28 01 00 128  4.9  5.2 99.00 99.00 99.00 999 1019.7  22.9 999.0  17.3 99.0 99.00
2012 03 28 02 00 128  5.4  6.3 99.00 99.00 99.00 999 1020.3  22.9 999.0  16.7 99.0 99.00
2012 03 28 03 00 133  5.7  6.0 99.00 99.00 99.00 999 1020.6  22.5 999.0  17.5 99.0 99.00
2012 03 28 04 00 123  5.8  6.3 99.00 99.00 99.00 999 1020.6  22.5 999.0  17.9 99.0 99.00
2012 03 28 05 00 144  5.9  6.8 99.00 99.00 99.00 999 1020.5  22.7 999.0  17.4 99.0 99.00
2012 03 28 06 00 137  5.7  6.0 99.00 99.00 99.00 999 1020.1  22.7 999.0  17.9 99.0 99.00
2012 03 28 07 00 136  6.4  6.9 99.00 99.00 99.00 999 1019.4  22.7 999.0  18.5 99.0 99.00
2012 03 28 08 00 139  7.2  8.0 99.00 99.00 99.00 999 1019.2  22.8 999.0  18.8 99.0 99.00
2012 03 28 09 00 147  5.7  5.8 99.00 99.00 99.00 999 1019.1  23.0 999.0  18.8 99.0 99.00
2012 03 28 10 00 143  7.7  8.1 99.00 99.00 99.00 999 1018.9  23.2 999.0  18.1 99.0 99.00
2012 03 28 11 00 139  6.8  7.3 99.00 99.00 99.00 999 1019.3  23.1 999.0  18.0 99.0 99.00
2012 03 28 12 00 130  8.3  8.8 99.00 99.00 99.00 999 1019.2  22.9 999.0  18.3 99.0 99.00
2012 03 28 13 00 135  8.0  8.2 99.00 99.00 99.00 999 1019.9  23.1 999.0  17.8 99.0 99.00
2012 03 28 14 00 128  6.9  7.3 99.00 99.00 99.00 999 1020.4  23.1 999.0  17.7 99.0 99.00
2012 03 28 15 00 122  9.2  9.4 99.00 99.00 99.00 999 1020.7  23.2 999.0  17.3 99.0 99.00
2012 03 28 16 00 127  8.4  9.1 99.00 99.00 99.00 999 1021.0  23.0 999.0  18.0 99.0 99.00
2012 03 28 17 00 115  5.9  6.2 99.00 99.00 99.00 999 1020.9  22.3 999.0  18.0 99.0 99.00
2012 03 28 18 00 125  7.2  7.5 99.00 99.00 99.00 999 1020.6  22.9 999.0  18.5 99.0 99.00
2012 03 28 19 00 119  8.3  8.8 99.00 99.00 99.00 999 1019.6  23.2 999.0  18.8 99.0 99.00
2012 03 28 20 00 120  7.1  7.6 99.00 99.00 99.00 999 1018.8  23.0 999.0  19.1 99.0 99.00
2012 03 28 21 00 123  6.3  6.5 99.00 99.00 99.00 999 1018.4  22.7 999.0  19.4 99.0 99.00
2012 03 28 22 00 118  5.7  5.9 99.00 99.00 99.00 999 1017.9  22.8 999.0  19.1 99.0 99.00
2012 03 28 23 00 108  6.1  6.2 99.00 99.00 99.00 999 1017.7  22.6 999.0  19.2 99.0 99.00
2012 03 29 00 00 106  6.6  6.8 99.00 99.00 99.00 999 1017.3  22.5 999.0  19.6 99.0 99.00
2012 03 29 01 00 123  5.3  5.4 99.00 99.00 99.00 999 1017.7  22.7 999.0  19.6 99.0 99.00
2012 03 29 02 00 124  4.4  4.5 99.00 99.00 99.00 999 1018.1  22.4 999.0  20.1 99.0 99.00
2012 03 29 03 00 132  5.1  5.2 99.00 99.00 99.00 999 1018.4  22.9 999.0  20.0 99.0 99.00
2012 03 29 04 00 135  5.4  5.7 99.00 99.00 99.00 999 1017.8  22.4 999.0  20.3 99.0 99.00
2012 03 29 05 00 138  4.6  4.9 99.00 99.00 99.00 999 1017.4  22.6 999.0  20.4 99.0 99.00
2012 03 29 06 00 141  6.0  6.2 99.00 99.00 99.00 999 1016.8  22.7 999.0  20.0 99.0 99.00
2012 03 29 07 00 137  5.6  5.8 99.00 99.00 99.00 999 1016.3  22.9 999.0  19.9 99.0 99.00
2012 03 29 08 00 148  5.5  5.6 99.00 99.00 99.00 999 1015.6  22.8 999.0  19.9 99.0 99.00
2012 03 29 09 00 160  5.6  5.8 99.00 99.00 99.00 999 1015.4  22.7 999.0  19.7 99.0 99.00
2012 03 29 10 00 173  3.8  4.0 99.00 99.00 99.00 999 1015.5  22.5 999.0  20.1 99.0 99.00
2012 03 29 11 00 179  2.4  2.5 99.00 99.00 99.00 999 1015.9  22.1 999.0  19.8 99.0 99.00
2012 03 29 12 00 188  1.7  1.8 99.00 99.00 99.00 999 1016.6  21.1 999.0  19.7 99.0 99.00
2012 03 29 13 00  56  1.6  1.6 99.00 99.00 99.00 999 1016.8  20.6 999.0  18.8 99.0 99.00
2012 03 29 14 00  61  1.0  1.1 99.00 99.00 99.00 999 1016.9  21.3 999.0  19.2 99.0 99.00
2012 03 29 15 00  49  1.3  1.4 99.00 99.00 99.00 999 1017.1  23.0 999.0  20.1 99.0 99.00
2012 03 29 16 00  60  3.3  3.4 99.00 99.00 99.00 999 1017.5  21.4 999.0  19.4 99.0 99.00
2012 03 29 17 00  68  3.4  3.6 99.00 99.00 99.00 999 1016.9  22.7 999.0  20.1 99.0 99.00
2012 03 29 18 00  80  3.8  4.2 99.00 99.00 99.00 999 1016.2  23.0 999.0  19.9 99.0 99.00
2012 03 29 19 00  80  4.5  4.8 99.00 99.00 99.00 999 1015.3  22.8 999.0  20.4 99.0 99.00
2012 03 29 20 00  82  2.9  3.2 99.00 99.00 99.00 999 1014.3  23.2 999.0  20.7 99.0 99.00
2012 03 29 21 00 148  4.0  4.2 99.00 99.00 99.00 999 1014.0  23.9 999.0  20.3 99.0 99.00
2012 03 29 22 00 140  4.5  4.9 99.00 99.00 99.00 999 1014.1  24.0 999.0  20.2 99.0 99.00
2012 03 29 23 00 137  5.9  6.2 99.00 99.00 99.00 999 1013.8  23.8 999.0  20.1 99.0 99.00
2012 03 30 00 00 138  6.2  6.6 99.00 99.00 99.00 999 1014.0  23.4 999.0  20.3 99.0 99.00
2012 03 30 01 00 145  5.6  6.0 99.00 99.00 99.00 999 1014.6  23.2 999.0  21.2 99.0 99.00
2012 03 30 02 00 159  4.6  5.0 99.00 99.00 99.00 999 1014.9  23.2 999.0  21.0 99.0 99.00
2012 03 30 03 00 152  4.4  4.6 99.00 99.00 99.00 999 1015.2  23.2 999.0  21.1 99.0 99.00
2012 03 30 04 00 175  4.1  4.5 99.00 99.00 99.00 999 1014.7  23.1 999.0  21.1 99.0 99.00
2012 03 30 05 00 167  5.5  5.8 99.00 99.00 99.00 999 1014.0  23.1 999.0  21.3 99.0 99.00
2012 03 30 06 00 177  5.8  6.2 99.00 99.00 99.00 999 1013.5  23.0 999.0  21.2 99.0 99.00
2012 03 30 07 00 181  5.1  5.4 99.00 99.00 99.00 999 1013.2  22.9 999.0  21.1 99.0 99.00
2012 03 30 08 00 202  5.6  5.8 99.00 99.00 99.00 999 1013.1  22.7 999.0  21.0 99.0 99.00
2012 03 30 09 00 216  3.7  3.7 99.00 99.00 99.00 999 1013.3  21.9 999.0  20.8 99.0 99.00
2012 03 30 10 00 197  1.4  1.5 99.00 99.00 99.00 999 1013.5  21.9 999.0  20.8 99.0 99.00
2012 03 30 11 00 209  2.5  2.7 99.00 99.00 99.00 999 1014.2  22.1 999.0  21.2 99.0 99.00
2012 03 30 12 00 234  1.4  1.8 99.00 99.00 99.00 999 1014.4  22.0 999.0  21.0 99.0 99.00
2012 03 30 13 00 228  1.2  1.3 99.00 99.00 99.00 999 1014.4  22.3 999.0  20.2 99.0 99.00
2012 03 30 14 00  10  0.4  0.5 99.00 99.00 99.00 999 1015.2  21.8 999.0  20.7 99.0 99.00
2012 03 30 15 00 352  1.3  1.3 99.00 99.00 99.00 999 1015.4  23.4 999.0  20.2 99.0 99.00
2012 03 30 16 00  51  0.4  0.5 99.00 99.00 99.00 999 1015.2  23.5 999.0  21.8 99.0 99.00
2012 03 30 17 00 116  1.2  1.3 99.00 99.00 99.00 999 1015.0  23.3 999.0  21.6 99.0 99.00
2012 03 30 18 00 185  0.2  0.6 99.00 99.00 99.00 999 1015.0  26.1 999.0  22.1 99.0 99.00
2012 03 30 19 00 108  1.8  2.3 99.00 99.00 99.00 999 1013.8  24.2 999.0  20.9 99.0 99.00
2012 03 30 20 00 207  2.2  2.5 99.00 99.00 99.00 999 1014.0  24.2 999.0  19.8 99.0 99.00
2012 03 30 21 00 217  2.4  2.5 99.00 99.00 99.00 999 1013.4  23.8 999.0  19.9 99.0 99.00
2012 03 30 22 00 191  1.9  2.1 99.00 99.00 99.00 999 1012.9  24.3 999.0  20.5 99.0 99.00
2012 03 30 23 00 226  5.0  5.0 99.00 99.00 99.00 999 1012.9  23.6 999.0  20.4 99.0 99.00
2012 03 31 00 00 208  4.9  5.1 99.00 99.00 99.00 999 1012.9  23.3 999.0  21.3 99.0 99.00
2012 03 31 01 00 221  6.6  6.9 99.00 99.00 99.00 999 1013.2  22.7 999.0  20.4 99.0 99.00
2012 03 31 02 00 229  7.1  7.3 99.00 99.00 99.00 999 1013.3  21.8 999.0  17.3 99.0 99.00
2012 03 31 03 00 212  6.3  6.6 99.00 99.00 99.00 999 1013.9  21.3 999.0  18.5 99.0 99.00
2012 03 31 04 00 221  6.6  6.9 99.00 99.00 99.00 999 1013.8  21.4 999.0  19.1 99.0 99.00
2012 03 31 05 00 216  6.0  6.2 99.00 99.00 99.00 999 1013.6  21.6 999.0  18.8 99.0 99.00
2012 03 31 06 00 204  6.3  6.9 99.00 99.00 99.00 999 1013.3  22.0 999.0  19.1 99.0 99.00
2012 03 31 07 00 224  9.8 10.2 99.00 99.00 99.00 999 1012.9  21.2 999.0  18.5 99.0 99.00
2012 03 31 08 00 242  8.6  9.2 99.00 99.00 99.00 999 1012.8  22.1 999.0  19.2 99.0 99.00
2012 03 31 09 00 260  7.5  8.0 99.00 99.00 99.00 999 1013.0  23.1 999.0  19.6 99.0 99.00
2012 03 31 10 00 267  4.9  5.1 99.00 99.00 99.00 999 1013.0  23.1 999.0  19.4 99.0 99.00
2012 03 31 11 00 271  2.8  3.1 99.00 99.00 99.00 999 1013.6  23.0 999.0  19.9 99.0 99.00
2012 03 31 12 00 313  2.3  2.8 99.00 99.00 99.00 999 1014.3  22.6 999.0  20.1 99.0 99.00
2012 03 31 13 00 252  1.8  2.0 99.00 99.00 99.00 999 1015.2  22.5 999.0  19.8 99.0 99.00
2012 03 31 14 00 272  2.9  3.0 99.00 99.00 99.00 999 1015.7  22.7 999.0  19.9 99.0 99.00
2012 03 31 15 00 294  1.8  1.8 99.00 99.00 99.00 999 1015.7  22.8 999.0  19.8 99.0 99.00
2012 03 31 16 00 256  1.0  1.1 99.00 99.00 99.00 999 1015.9  22.5 999.0  20.2 99.0 99.00
2012 03 31 17 00 192  2.3  2.4 99.00 99.00 99.00 999 1015.6  22.5 999.0  20.5 99.0 99.00
2012 03 31 18 00 209  2.8  2.9 99.00 99.00 99.00 999 1015.1  22.7 999.0  20.6 99.0 99.00
2012 03 31 19 00 219  2.8  2.9 99.00 99.00 99.00 999 1014.4  23.1 999.0  20.5 99.0 99.00
2012 03 31 20 00 232  2.1  2.2 99.00 99.00 99.00 999 1013.5  23.5 999.0  20.5 99.0 99.00
2012 03 31 21 00 221  0.8  0.9 99.00 99.00 99.00 999 1013.2  23.9 999.0  20.4 99.0 99.00
2012 03 31 22 00 207  1.3  1.4 99.00 99.00 99.00 999 1013.2  23.9 999.0  20.0 99.0 99.00
2012 03 31 23 00 211  2.1  2.2 99.00 99.00 99.00 999 1013.1  24.0 999.0  20.1 99.0 99.00
2012 04 01 00 00 223  3.9  3.9 99.00 99.00 99.00 999 1013.4  23.7 999.0  20.5 99.0 99.00
2012 04 01 01 00 221  3.2  3.2 99.00 99.00 99.00 999 1013.6  23.7 999.0  20.6 99.0 99.00
2012 04 01 02 00 215  4.4  4.5 99.00 99.00 99.00 999 1013.9  23.7 999.0  20.6 99.0 99.00
2012 04 01 03 00 202  3.8  3.9 99.00 99.00 99.00 999 1013.9  23.6 999.0  20.9 99.0 99.00
2012 04 01 04 00 211  4.4  4.6 99.00 99.00 99.00 999 1013.7  23.4 999.0  21.4 99.0 99.00
2012 04 01 05 00 220  4.5  4.6 99.00 99.00 99.00 999 1014.0  23.4 999.0  21.1 99.0 99.00
2012 04 01 06 00 219  2.6  2.6 99.00 99.00 99.00 999 1013.7  23.1 999.0  21.2 99.0 99.00
2012 04 01 07 00 195  1.9  2.0 99.00 99.00 99.00 999 1013.8  22.8 999.0  21.4 99.0 99.00
2012 04 01 08 00 186  2.3  2.5 99.00 99.00 99.00 999 1013.3  22.7 999.0  21.6 99.0 99.00
2012 04 01 09 00 188  3.3  3.4 99.00 99.00 99.00 999 1012.7  22.5 999.0  21.4 99.0 99.00
2012 04 01 10 00 185  4.9  5.3 99.00 99.00 99.00 999 1012.5  22.7 999.0  21.3 99.0 99.00
2012 04 01 11 00 191  3.7  3.9 99.00 99.00 99.00 999 1013.3  22.3 999.0  20.9 99.0 99.00
2012 04 01 12 00 195  3.8  4.0 99.00 99.00 99.00 999 1013.4  22.2 999.0  21.1 99.0 99.00
2012 04 01 13 00 207  3.9  4.0 99.00 99.00 99.00 999 1013.9  22.0 999.0  20.6 99.0 99.00
2012 04 01 14 00 199  4.1  4.2 99.00 99.00 99.00 999 1014.5  22.6 999.0  20.8 99.0 99.00
2012 04 01 15 00 209  1.2  1.3 99.00 99.00 99.00 999 1014.3  23.1 999.0  21.0 99.0 99.00
2012 04 01 16 00 185  2.9  3.1 99.00 99.00 99.00 999 1014.8  23.5 999.0  21.1 99.0 99.00
2012 04 01 17 00 179  3.0  3.3 99.00 99.00 99.00 999 1014.5  23.5 999.0  20.9 99.0 99.00
2012 04 01 18 00 171  4.6  5.0 99.00 99.00 99.00 999 1014.0  24.0 999.0  21.1 99.0 99.00
2012 04 01 19 00 173  3.3  3.7 99.00 99.00 99.00 999 1013.7  24.3 999.0  21.2 99.0 99.00
2012 04 01 20 00 170  3.0  3.3 99.00 99.00 99.00 999 1012.7  24.5 999.0  21.1 99.0 99.00
2012 04 01 21 00 167  4.5  5.3 99.00 99.00 99.00 999 1012.4  24.6 999.0  21.3 99.0 99.00
2012 04 01 22 00 165  4.3  4.8 99.00 99.00 99.00 999 1012.0  24.8 999.0  21.6 99.0 99.00
2012 04 01 23 00 165  5.9  6.5 99.00 99.00 99.00 999 1011.9  24.9 999.0  21.5 99.0 99.00
2012 04 02 00 00 163  5.4  6.2 99.00 99.00 99.00 999 1012.0  24.9 999.0  22.1 99.0 99.00
2012 04 02 01 00 160  5.6  6.1 99.00 99.00 99.00 999 1011.7  24.8 999.0  21.8 99.0 99.00
2012 04 02 02 00 162  5.7  6.3 99.00 99.00 99.00 999 1012.3  24.8 999.0  22.4 99.0 99.00
2012 04 02 03 00 158  6.7  7.4 99.00 99.00 99.00 999 1012.0  24.7 999.0  22.0 99.0 99.00
2012 04 02 04 00 171  6.8  7.8 99.00 99.00 99.00 999 1012.3  24.7 999.0  22.3 99.0 99.00
2012 04 02 05 00 160  6.1  6.7 99.00 99.00 99.00 999 1012.3  24.7 999.0  22.4 99.0 99.00
2012 04 02 06 00 165  6.7  7.5 99.00 99.00 99.00 999 1012.0  24.6 999.0  22.4 99.0 99.00
2012 04 02 07 00 168  6.8  7.5 99.00 99.00 99.00 999 1011.6  24.5 999.0  22.4 99.0 99.00
2012 04 02 08 00 164  5.4  5.8 99.00 99.00 99.00 999 1011.3  24.4 999.0  22.7 99.0 99.00
2012 04 02 09 00 154  5.6  6.1 99.00 99.00 99.00 999 1010.5  24.3 999.0  22.6 99.0 99.00
2012 04 02 10 00 138  5.2  6.0 99.00 99.00 99.00 999 1010.1  24.2 999.0  22.5 99.0 99.00
2012 04 02 11 00 172  4.9  5.1 99.00 99.00 99.00 999 1010.6  24.1 999.0  22.6 99.0 99.00
2012 04 02 12 00 162  3.5  3.7 99.00 99.00 99.00 999 1010.9  23.9 999.0  21.8 99.0 99.00
2012 04 02 13 00 164  3.4  3.6 99.00 99.00 99.00 999 1011.5  23.8 999.0  21.4 99.0 99.00
2012 04 02 14 00 155  5.5  5.8 99.00 99.00 99.00 999 1011.7  23.8 999.0  21.5 99.0 99.00
2012 04 02 15 00 155  6.4  6.8 99.00 99.00 99.00 999 1012.1  23.9 999.0  21.6 99.0 99.00
2012 04 02 16 00 157  9.0  9.8 99.00 99.00 99.00 999 1012.4  24.2 999.0  21.9 99.0 99.00
2012 04 02 17 00 156  9.0 10.0 99.00 99.00 99.00 999 1012.1  24.4 999.0  22.0 99.0 99.00
2012 04 02 18 00 169  8.5  9.4 99.00 99.00 99.00 999 1012.3  24.7 999.0  21.3 99.0 99.00
2012 04 02 19 00 164  7.5  8.2 99.00 99.00 99.00 999 1011.7  24.8 999.0  21.8 99.0 99.00
2012 04 02 20 00 157  7.9  8.7 99.00 99.00 99.00 999 1011.2  24.9 999.0  22.1 99.0 99.00
2012 04 02 21 00 156  8.8  9.6 99.00 99.00 99.00 999 1010.2  25.0 999.0  22.5 99.0 99.00
2012 04 02 22 00 149  8.1  9.2 99.00 99.00 99.00 999 1009.9  25.1 999.0  22.9 99.0 99.00
2012 04 02 23 00 161  8.1  9.0 99.00 99.00 99.00 999 1010.1  25.0 999.0  22.9 99.0 99.00
2012 04 03 00 00 159  8.5  9.0 99.00 99.00 99.00 999 1010.2  24.8 999.0  22.4 99.0 99.00
2012 04 03 01 00 154  9.8 11.1 99.00 99.00 99.00 999 1010.2  24.7 999.0  21.9 99.0 99.00
2012 04 03 02 00 167  8.2  9.0 99.00 99.00 99.00 999 1011.2  24.6 999.0  22.0 99.0 99.00
2012 04 03 03 00 167  9.5 10.7 99.00 99.00 99.00 999 1011.6  24.6 999.0  22.2 99.0 99.00
2012 04 03 04 00 149 11.6 12.7 99.00 99.00 99.00 999 1010.7  24.6 999.0  22.1 99.0 99.00
2012 04 03 05 00  26 10.9 12.0 99.00 99.00 99.00 999 1012.5  21.3 999.0  19.3 99.0 99.00
2012 04 03 06 00  16 10.5 11.5 99.00 99.00 99.00 999 1013.7  19.8 999.0  17.9 99.0 99.00
2012 04 03 07 00  15 14.7 16.2 99.00 99.00 99.00 999 1013.3  18.3 999.0  17.6 99.0 99.00
2012 04 03 08 00  15 10.9 11.9 99.00 99.00 99.00 999 1012.3  18.9 999.0  17.2 99.0 99.00
2012 04 03 09 00  41  4.9  5.5 99.00 99.00 99.00 999 1012.7  18.8 999.0  17.5 99.0 99.00
2012 04 03 10 00  71  4.8  5.1 99.00 99.00 99.00 999 1012.8  19.6 999.0  17.6 99.0 99.00
2012 04 03 11 00 123  8.4  9.0 99.00 99.00 99.00 999 1011.4  21.5 999.0  18.6 99.0 99.00
2012 04 03 12 00 123  9.1  9.8 99.00 99.00 99.00 999 1012.1  23.1 999.0  18.9 99.0 99.00
2012 04 03 13 00 130  9.3 10.2 99.00 99.00 99.00 999 1013.3  23.3 999.0  19.6 99.0 99.00
2012 04 03 14 00 130  8.0  8.7 99.00 99.00 99.00 999 1013.5  23.5 999.0  20.1 99.0 99.00
2012 04 03 15 00 138  8.0  8.6 99.00 99.00 99.00 999 1014.3  23.9 999.0  20.1 99.0 99.00
2012 04 03 16 00 136  8.2  8.6 99.00 99.00 99.00 999 1014.6  24.1 999.0  20.7 99.0 99.00
2012 04 03 17 00 140  8.2  8.6 99.00 99.00 99.00 999 1014.6  24.2 999.0  20.8 99.0 99.00
2012 04 03 18 00 138  7.4  7.8 99.00 99.00 99.00 999 1014.4  24.4 999.0  20.9 99.0 99.00
2012 04 03 19 00 138  6.1  6.8 99.00 99.00 99.00 999 1013.9  24.5 999.0  21.6 99.0 99.00
2012 04 03 20 00 136  6.3  6.9 99.00 99.00 99.00 999 1013.3  24.8 999.0  21.2 99.0 99.00
2012 04 03 21 00 132  6.3  6.6 99.00 99.00 99.00 999 1012.7  24.9 999.0  22.3 99.0 99.00
2012 04 03 22 00 120  4.9  5.4 99.00 99.00 99.00 999 1012.5  24.6 999.0  23.1 99.0 99.00
2012 04 03 23 00 127  5.7  5.8 99.00 99.00 99.00 999 1012.4  24.4 999.0  23.2 99.0 99.00
2012 04 04 00 00 135  5.1  5.3 99.00 99.00 99.00 999 1012.7  24.3 999.0  23.6 99.0 99.00
2012 04 04 01 00 137  6.4  6.6 99.00 99.00 99.00 999 1012.6  24.1 999.0  23.2 99.0 99.00
2012 04 04 02 00 130  5.6  5.7 99.00 99.00 99.00 999 1013.1  24.0 999.0  23.1 99.0 99.00
2012 04 04 03 00 126  6.3  6.4 99.00 99.00 99.00 999 1013.6  24.1 999.0  23.3 99.0 99.00
2012 04 04 04 00 135  7.2  7.4 99.00 99.00 99.00 999 1013.1  24.1 999.0  23.2 99.0 99.00
2012 04 04 05 00 137  7.9  8.2 99.00 99.00 99.00 999 1012.7  24.3 999.0  23.2 99.0 99.00
2012 04 04 06 00 147  7.3  7.6 99.00 99.00 99.00 999 1012.6  24.2 999.0  23.1 99.0 99.00
2012 04 04 07 00 153  4.8  5.4 99.00 99.00 99.00 999 1012.4  24.1 999.0  23.0 99.0 99.00
2012 04 04 08 00 150  7.4  7.8 99.00 99.00 99.00 999 1011.3  24.0 999.0  23.1 99.0 99.00
2012 04 04 09 00 159  6.5  7.2 99.00 99.00 99.00 999 1011.5  24.0 999.0  23.1 99.0 99.00
2012 04 04 10 00 148  6.5  7.1 99.00 99.00 99.00 999 1011.1  24.0 999.0  23.2 99.0 99.00
2012 04 04 11 00 111  2.8  3.7 99.00 99.00 99.00 999 1011.9  24.0 999.0  23.2 99.0 99.00
2012 04 04 12 00  21 12.6 15.4 99.00 99.00 99.00 999 1013.0  19.2 999.0  17.8 99.0 99.00
2012 04 04 13 00 999 11.3 12.4 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 14 00 999 20.3 24.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 15 00 999 17.2 18.4 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 16 00 999 13.0 14.3 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 17 00 999 11.5 12.9 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 18 00 999 11.0 11.5 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 19 00 999 14.6 15.8 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 20 00 999  5.8  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 21 00 999  5.9  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 22 00 999  8.8  9.1 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 04 23 00 999  7.9  8.2 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 00 00 999  6.5  6.9 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 01 00 999  4.0  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 02 00 999  6.6  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 03 00 999  6.0  6.4 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 04 00 999  7.3  7.4 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 05 00 999  5.4  5.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 06 00 999  4.4  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 07 00 999  3.3  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 08 00 999  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 09 00 999  4.0  4.3 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 10 00 999  1.8  2.3 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 11 00 999  2.5  2.8 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 12 00 999 10.7 11.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 13 00 999  7.5  7.8 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 14 00 999 10.1 11.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 15 00 999  5.2  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 16 00 999  5.4  5.5 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 17 00 999  4.1  4.4 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 18 00 999  5.8  6.1 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 19 00 999  4.3  4.5 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 20 00 999  6.3  6.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 21 00 999  5.7  6.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 22 00 999  6.3  6.5 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 05 23 00 999  5.9  6.1 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 06 00 00 999  5.3  5.5 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 06 01 00 999  6.6  6.9 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 06 02 00 999  6.0  6.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 06 03 00 999  7.2  7.5 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 06 04 00 999  8.2  8.7 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 06 05 00 999  6.6  7.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 04 06 06 00 999  6.3  6.6 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
